"time
References : ['vcap70']
Dependency : [time]
Num. Points : [100007]
Matrix Size : scalar
Type : Real","vcap70
References : []
Dependency : [time]
Num. Points : [100007]
Matrix Size : scalar
Type : Real"
24.86 psec,1.275E-48V
24.86 psec,1.282E-48V
24.87 psec,1.289E-48V
24.87 psec,1.296E-48V
24.87 psec,1.302E-48V
24.87 psec,1.309E-48V
24.87 psec,1.316E-48V
24.87 psec,1.323E-48V
24.87 psec,1.330E-48V
24.87 psec,1.337E-48V
24.87 psec,1.344E-48V
24.87 psec,1.351E-48V
24.88 psec,1.358E-48V
24.88 psec,1.365E-48V
24.88 psec,1.373E-48V
24.88 psec,1.380E-48V
24.88 psec,1.387E-48V
24.88 psec,1.394E-48V
24.88 psec,1.402E-48V
24.88 psec,1.409E-48V
24.88 psec,1.417E-48V
24.88 psec,1.424E-48V
24.89 psec,1.431E-48V
24.89 psec,1.439E-48V
24.89 psec,1.447E-48V
24.89 psec,1.454E-48V
24.89 psec,1.462E-48V
24.89 psec,1.470E-48V
24.89 psec,1.477E-48V
24.89 psec,1.485E-48V
24.89 psec,1.493E-48V
24.89 psec,1.501E-48V
24.90 psec,1.509E-48V
24.90 psec,1.517E-48V
24.90 psec,1.525E-48V
24.90 psec,1.533E-48V
24.90 psec,1.541E-48V
24.90 psec,1.549E-48V
24.90 psec,1.557E-48V
24.90 psec,1.565E-48V
24.90 psec,1.573E-48V
24.90 psec,1.582E-48V
24.91 psec,1.590E-48V
24.91 psec,1.598E-48V
24.91 psec,1.607E-48V
24.91 psec,1.615E-48V
24.91 psec,1.624E-48V
24.91 psec,1.632E-48V
24.91 psec,1.641E-48V
24.91 psec,1.649E-48V
24.91 psec,1.658E-48V
24.91 psec,1.667E-48V
24.92 psec,1.675E-48V
24.92 psec,1.684E-48V
24.92 psec,1.693E-48V
24.92 psec,1.702E-48V
24.92 psec,1.711E-48V
24.92 psec,1.720E-48V
24.92 psec,1.729E-48V
24.92 psec,1.738E-48V
24.92 psec,1.747E-48V
24.92 psec,1.756E-48V
24.93 psec,1.766E-48V
24.93 psec,1.775E-48V
24.93 psec,1.784E-48V
24.93 psec,1.794E-48V
24.93 psec,1.803E-48V
24.93 psec,1.812E-48V
24.93 psec,1.822E-48V
24.93 psec,1.831E-48V
24.93 psec,1.841E-48V
24.93 psec,1.851E-48V
24.94 psec,1.860E-48V
24.94 psec,1.870E-48V
24.94 psec,1.880E-48V
24.94 psec,1.890E-48V
24.94 psec,1.900E-48V
24.94 psec,1.910E-48V
24.94 psec,1.920E-48V
24.94 psec,1.930E-48V
24.94 psec,1.940E-48V
24.94 psec,1.950E-48V
24.95 psec,1.960E-48V
24.95 psec,1.971E-48V
24.95 psec,1.981E-48V
24.95 psec,1.992E-48V
24.95 psec,2.002E-48V
24.95 psec,2.012E-48V
24.95 psec,2.023E-48V
24.95 psec,2.034E-48V
24.95 psec,2.044E-48V
24.95 psec,2.055E-48V
24.96 psec,2.066E-48V
24.96 psec,2.077E-48V
24.96 psec,2.088E-48V
24.96 psec,2.098E-48V
24.96 psec,2.109E-48V
24.96 psec,2.121E-48V
24.96 psec,2.132E-48V
24.96 psec,2.143E-48V
24.96 psec,2.154E-48V
24.96 psec,2.165E-48V
24.97 psec,2.177E-48V
24.97 psec,2.188E-48V
24.97 psec,2.200E-48V
24.97 psec,2.211E-48V
24.97 psec,2.223E-48V
24.97 psec,2.234E-48V
24.97 psec,2.246E-48V
24.97 psec,2.258E-48V
24.97 psec,2.270E-48V
24.97 psec,2.282E-48V
24.98 psec,2.294E-48V
24.98 psec,2.306E-48V
24.98 psec,2.318E-48V
24.98 psec,2.330E-48V
24.98 psec,2.342E-48V
24.98 psec,2.354E-48V
24.98 psec,2.367E-48V
24.98 psec,2.379E-48V
24.98 psec,2.391E-48V
24.98 psec,2.404E-48V
24.99 psec,2.417E-48V
24.99 psec,2.429E-48V
24.99 psec,2.442E-48V
24.99 psec,2.455E-48V
24.99 psec,2.468E-48V
24.99 psec,2.481E-48V
24.99 psec,2.494E-48V
24.99 psec,2.507E-48V
24.99 psec,2.520E-48V
24.99 psec,2.533E-48V
25.00 psec,2.546E-48V
25.00 psec,2.560E-48V
25.00 psec,2.573E-48V
25.00 psec,2.586E-48V
25.00 psec,2.600E-48V
25.00 psec,2.614E-48V
25.00 psec,2.627E-48V
25.00 psec,2.641E-48V
25.00 psec,2.655E-48V
25.00 psec,2.669E-48V
25.01 psec,2.683E-48V
25.01 psec,2.697E-48V
25.01 psec,2.711E-48V
25.01 psec,2.725E-48V
25.01 psec,2.739E-48V
25.01 psec,2.754E-48V
25.01 psec,2.768E-48V
25.01 psec,2.782E-48V
25.01 psec,2.797E-48V
25.01 psec,2.812E-48V
25.02 psec,2.826E-48V
25.02 psec,2.841E-48V
25.02 psec,2.856E-48V
25.02 psec,2.871E-48V
25.02 psec,2.886E-48V
25.02 psec,2.901E-48V
25.02 psec,2.916E-48V
25.02 psec,2.931E-48V
25.02 psec,2.947E-48V
25.02 psec,2.962E-48V
25.03 psec,2.978E-48V
25.03 psec,2.993E-48V
25.03 psec,3.009E-48V
25.03 psec,3.025E-48V
25.03 psec,3.040E-48V
25.03 psec,3.056E-48V
25.03 psec,3.072E-48V
25.03 psec,3.088E-48V
25.03 psec,3.105E-48V
25.03 psec,3.121E-48V
25.04 psec,3.137E-48V
25.04 psec,3.153E-48V
25.04 psec,3.170E-48V
25.04 psec,3.187E-48V
25.04 psec,3.203E-48V
25.04 psec,3.220E-48V
25.04 psec,3.237E-48V
25.04 psec,3.254E-48V
25.04 psec,3.271E-48V
25.04 psec,3.288E-48V
25.05 psec,3.305E-48V
25.05 psec,3.322E-48V
25.05 psec,3.340E-48V
25.05 psec,3.357E-48V
25.05 psec,3.375E-48V
25.05 psec,3.392E-48V
25.05 psec,3.410E-48V
25.05 psec,3.428E-48V
25.05 psec,3.446E-48V
25.05 psec,3.464E-48V
25.06 psec,3.482E-48V
25.06 psec,3.500E-48V
25.06 psec,3.518E-48V
25.06 psec,3.536E-48V
25.06 psec,3.555E-48V
25.06 psec,3.573E-48V
25.06 psec,3.592E-48V
25.06 psec,3.611E-48V
25.06 psec,3.630E-48V
25.06 psec,3.649E-48V
25.07 psec,3.668E-48V
25.07 psec,3.687E-48V
25.07 psec,3.706E-48V
25.07 psec,3.725E-48V
25.07 psec,3.745E-48V
25.07 psec,3.764E-48V
25.07 psec,3.784E-48V
25.07 psec,3.804E-48V
25.07 psec,3.824E-48V
25.07 psec,3.844E-48V
25.08 psec,3.864E-48V
25.08 psec,3.884E-48V
25.08 psec,3.904E-48V
25.08 psec,3.924E-48V
25.08 psec,3.945E-48V
25.08 psec,3.965E-48V
25.08 psec,3.986E-48V
25.08 psec,4.007E-48V
25.08 psec,4.028E-48V
25.08 psec,4.049E-48V
25.09 psec,4.070E-48V
25.09 psec,4.091E-48V
25.09 psec,4.112E-48V
25.09 psec,4.134E-48V
25.09 psec,4.155E-48V
25.09 psec,4.177E-48V
25.09 psec,4.199E-48V
25.09 psec,4.221E-48V
25.09 psec,4.243E-48V
25.09 psec,4.265E-48V
25.10 psec,4.287E-48V
25.10 psec,4.310E-48V
25.10 psec,4.332E-48V
25.10 psec,4.355E-48V
25.10 psec,4.377E-48V
25.10 psec,4.400E-48V
25.10 psec,4.423E-48V
25.10 psec,4.446E-48V
25.10 psec,4.469E-48V
25.10 psec,4.492E-48V
25.11 psec,4.516E-48V
25.11 psec,4.539E-48V
25.11 psec,4.563E-48V
25.11 psec,4.587E-48V
25.11 psec,4.611E-48V
25.11 psec,4.635E-48V
25.11 psec,4.659E-48V
25.11 psec,4.683E-48V
25.11 psec,4.708E-48V
25.11 psec,4.732E-48V
25.12 psec,4.757E-48V
25.12 psec,4.781E-48V
25.12 psec,4.806E-48V
25.12 psec,4.831E-48V
25.12 psec,4.856E-48V
25.12 psec,4.882E-48V
25.12 psec,4.907E-48V
25.12 psec,4.933E-48V
25.12 psec,4.958E-48V
25.12 psec,4.984E-48V
25.13 psec,5.010E-48V
25.13 psec,5.036E-48V
25.13 psec,5.062E-48V
25.13 psec,5.089E-48V
25.13 psec,5.115E-48V
25.13 psec,5.142E-48V
25.13 psec,5.169E-48V
25.13 psec,5.196E-48V
25.13 psec,5.223E-48V
25.13 psec,5.250E-48V
25.14 psec,5.277E-48V
25.14 psec,5.305E-48V
25.14 psec,5.332E-48V
25.14 psec,5.360E-48V
25.14 psec,5.388E-48V
25.14 psec,5.416E-48V
25.14 psec,5.444E-48V
25.14 psec,5.472E-48V
25.14 psec,5.501E-48V
25.14 psec,5.529E-48V
25.15 psec,5.558E-48V
25.15 psec,5.587E-48V
25.15 psec,5.616E-48V
25.15 psec,5.645E-48V
25.15 psec,5.675E-48V
25.15 psec,5.704E-48V
25.15 psec,5.734E-48V
25.15 psec,5.764E-48V
25.15 psec,5.793E-48V
25.15 psec,5.824E-48V
25.16 psec,5.854E-48V
25.16 psec,5.884E-48V
25.16 psec,5.915E-48V
25.16 psec,5.946E-48V
25.16 psec,5.976E-48V
25.16 psec,6.008E-48V
25.16 psec,6.039E-48V
25.16 psec,6.070E-48V
25.16 psec,6.102E-48V
25.16 psec,6.133E-48V
25.17 psec,6.165E-48V
25.17 psec,6.197E-48V
25.17 psec,6.229E-48V
25.17 psec,6.262E-48V
25.17 psec,6.294E-48V
25.17 psec,6.327E-48V
25.17 psec,6.360E-48V
25.17 psec,6.393E-48V
25.17 psec,6.426E-48V
25.17 psec,6.460E-48V
25.18 psec,6.493E-48V
25.18 psec,6.527E-48V
25.18 psec,6.561E-48V
25.18 psec,6.595E-48V
25.18 psec,6.629E-48V
25.18 psec,6.663E-48V
25.18 psec,6.698E-48V
25.18 psec,6.733E-48V
25.18 psec,6.768E-48V
25.18 psec,6.803E-48V
25.19 psec,6.838E-48V
25.19 psec,6.874E-48V
25.19 psec,6.909E-48V
25.19 psec,6.945E-48V
25.19 psec,6.981E-48V
25.19 psec,7.017E-48V
25.19 psec,7.054E-48V
25.19 psec,7.090E-48V
25.19 psec,7.127E-48V
25.19 psec,7.164E-48V
25.20 psec,7.201E-48V
25.20 psec,7.239E-48V
25.20 psec,7.276E-48V
25.20 psec,7.314E-48V
25.20 psec,7.352E-48V
25.20 psec,7.390E-48V
25.20 psec,7.428E-48V
25.20 psec,7.467E-48V
25.20 psec,7.506E-48V
25.20 psec,7.545E-48V
25.21 psec,7.584E-48V
25.21 psec,7.623E-48V
25.21 psec,7.663E-48V
25.21 psec,7.702E-48V
25.21 psec,7.742E-48V
25.21 psec,7.782E-48V
25.21 psec,7.823E-48V
25.21 psec,7.863E-48V
25.21 psec,7.904E-48V
25.21 psec,7.945E-48V
25.22 psec,7.986E-48V
25.22 psec,8.028E-48V
25.22 psec,8.069E-48V
25.22 psec,8.111E-48V
25.22 psec,8.153E-48V
25.22 psec,8.195E-48V
25.22 psec,8.238E-48V
25.22 psec,8.281E-48V
25.22 psec,8.323E-48V
25.22 psec,8.367E-48V
25.23 psec,8.410E-48V
25.23 psec,8.453E-48V
25.23 psec,8.497E-48V
25.23 psec,8.541E-48V
25.23 psec,8.586E-48V
25.23 psec,8.630E-48V
25.23 psec,8.675E-48V
25.23 psec,8.720E-48V
25.23 psec,8.765E-48V
25.23 psec,8.810E-48V
25.24 psec,8.856E-48V
25.24 psec,8.902E-48V
25.24 psec,8.948E-48V
25.24 psec,8.994E-48V
25.24 psec,9.041E-48V
25.24 psec,9.087E-48V
25.24 psec,9.135E-48V
25.24 psec,9.182E-48V
25.24 psec,9.229E-48V
25.24 psec,9.277E-48V
25.25 psec,9.325E-48V
25.25 psec,9.373E-48V
25.25 psec,9.422E-48V
25.25 psec,9.471E-48V
25.25 psec,9.520E-48V
25.25 psec,9.569E-48V
25.25 psec,9.619E-48V
25.25 psec,9.668E-48V
25.25 psec,9.718E-48V
25.25 psec,9.769E-48V
25.26 psec,9.819E-48V
25.26 psec,9.870E-48V
25.26 psec,9.921E-48V
25.26 psec,9.972E-48V
25.26 psec,0.01002E-45V
25.26 psec,0.01008E-45V
25.26 psec,0.01013E-45V
25.26 psec,0.01018E-45V
25.26 psec,0.01023E-45V
25.26 psec,0.01029E-45V
25.27 psec,0.01034E-45V
25.27 psec,0.01039E-45V
25.27 psec,0.01045E-45V
25.27 psec,0.01050E-45V
25.27 psec,0.01055E-45V
25.27 psec,0.01061E-45V
25.27 psec,0.01066E-45V
25.27 psec,0.01072E-45V
25.27 psec,0.01077E-45V
25.27 psec,0.01083E-45V
25.28 psec,0.01089E-45V
25.28 psec,0.01094E-45V
25.28 psec,0.01100E-45V
25.28 psec,0.01106E-45V
25.28 psec,0.01111E-45V
25.28 psec,0.01117E-45V
25.28 psec,0.01123E-45V
25.28 psec,0.01129E-45V
25.28 psec,0.01134E-45V
25.28 psec,0.01140E-45V
25.29 psec,0.01146E-45V
25.29 psec,0.01152E-45V
25.29 psec,0.01158E-45V
25.29 psec,0.01164E-45V
25.29 psec,0.01170E-45V
25.29 psec,0.01176E-45V
25.29 psec,0.01182E-45V
25.29 psec,0.01188E-45V
25.29 psec,0.01194E-45V
25.29 psec,0.01201E-45V
25.30 psec,0.01207E-45V
25.30 psec,0.01213E-45V
25.30 psec,0.01219E-45V
25.30 psec,0.01226E-45V
25.30 psec,0.01232E-45V
25.30 psec,0.01238E-45V
25.30 psec,0.01245E-45V
25.30 psec,0.01251E-45V
25.30 psec,0.01258E-45V
25.30 psec,0.01264E-45V
25.31 psec,0.01271E-45V
25.31 psec,0.01277E-45V
25.31 psec,0.01284E-45V
25.31 psec,0.01290E-45V
25.31 psec,0.01297E-45V
25.31 psec,0.01304E-45V
25.31 psec,0.01310E-45V
25.31 psec,0.01317E-45V
25.31 psec,0.01324E-45V
25.31 psec,0.01331E-45V
25.32 psec,0.01338E-45V
25.32 psec,0.01345E-45V
25.32 psec,0.01352E-45V
25.32 psec,0.01359E-45V
25.32 psec,0.01366E-45V
25.32 psec,0.01373E-45V
25.32 psec,0.01380E-45V
25.32 psec,0.01387E-45V
25.32 psec,0.01394E-45V
25.32 psec,0.01401E-45V
25.33 psec,0.01408E-45V
25.33 psec,0.01416E-45V
25.33 psec,0.01423E-45V
25.33 psec,0.01430E-45V
25.33 psec,0.01438E-45V
25.33 psec,0.01445E-45V
25.33 psec,0.01452E-45V
25.33 psec,0.01460E-45V
25.33 psec,0.01468E-45V
25.33 psec,0.01475E-45V
25.34 psec,0.01483E-45V
25.34 psec,0.01490E-45V
25.34 psec,0.01498E-45V
25.34 psec,0.01506E-45V
25.34 psec,0.01513E-45V
25.34 psec,0.01521E-45V
25.34 psec,0.01529E-45V
25.34 psec,0.01537E-45V
25.34 psec,0.01545E-45V
25.34 psec,0.01553E-45V
25.35 psec,0.01561E-45V
25.35 psec,0.01569E-45V
25.35 psec,0.01577E-45V
25.35 psec,0.01585E-45V
25.35 psec,0.01593E-45V
25.35 psec,0.01602E-45V
25.35 psec,0.01610E-45V
25.35 psec,0.01618E-45V
25.35 psec,0.01626E-45V
25.35 psec,0.01635E-45V
25.36 psec,0.01643E-45V
25.36 psec,0.01652E-45V
25.36 psec,0.01660E-45V
25.36 psec,0.01669E-45V
25.36 psec,0.01677E-45V
25.36 psec,0.01686E-45V
25.36 psec,0.01695E-45V
25.36 psec,0.01703E-45V
25.36 psec,0.01712E-45V
25.36 psec,0.01721E-45V
25.37 psec,0.01730E-45V
25.37 psec,0.01739E-45V
25.37 psec,0.01748E-45V
25.37 psec,0.01757E-45V
25.37 psec,0.01766E-45V
25.37 psec,0.01775E-45V
25.37 psec,0.01784E-45V
25.37 psec,0.01793E-45V
25.37 psec,0.01802E-45V
25.37 psec,0.01812E-45V
25.38 psec,0.01821E-45V
25.38 psec,0.01830E-45V
25.38 psec,0.01840E-45V
25.38 psec,0.01849E-45V
25.38 psec,0.01859E-45V
25.38 psec,0.01868E-45V
25.38 psec,0.01878E-45V
25.38 psec,0.01888E-45V
25.38 psec,0.01897E-45V
25.38 psec,0.01907E-45V
25.39 psec,0.01917E-45V
25.39 psec,0.01927E-45V
25.39 psec,0.01937E-45V
25.39 psec,0.01947E-45V
25.39 psec,0.01957E-45V
25.39 psec,0.01967E-45V
25.39 psec,0.01977E-45V
25.39 psec,0.01987E-45V
25.39 psec,0.01997E-45V
25.39 psec,0.02007E-45V
25.40 psec,0.02018E-45V
25.40 psec,0.02028E-45V
25.40 psec,0.02038E-45V
25.40 psec,0.02049E-45V
25.40 psec,0.02059E-45V
25.40 psec,0.02070E-45V
25.40 psec,0.02081E-45V
25.40 psec,0.02091E-45V
25.40 psec,0.02102E-45V
25.40 psec,0.02113E-45V
25.41 psec,0.02124E-45V
25.41 psec,0.02135E-45V
25.41 psec,0.02146E-45V
25.41 psec,0.02157E-45V
25.41 psec,0.02168E-45V
25.41 psec,0.02179E-45V
25.41 psec,0.02190E-45V
25.41 psec,0.02201E-45V
25.41 psec,0.02213E-45V
25.41 psec,0.02224E-45V
25.42 psec,0.02235E-45V
25.42 psec,0.02247E-45V
25.42 psec,0.02258E-45V
25.42 psec,0.02270E-45V
25.42 psec,0.02282E-45V
25.42 psec,0.02293E-45V
25.42 psec,0.02305E-45V
25.42 psec,0.02317E-45V
25.42 psec,0.02329E-45V
25.42 psec,0.02341E-45V
25.43 psec,0.02353E-45V
25.43 psec,0.02365E-45V
25.43 psec,0.02377E-45V
25.43 psec,0.02389E-45V
25.43 psec,0.02402E-45V
25.43 psec,0.02414E-45V
25.43 psec,0.02426E-45V
25.43 psec,0.02439E-45V
25.43 psec,0.02451E-45V
25.43 psec,0.02464E-45V
25.44 psec,0.02477E-45V
25.44 psec,0.02489E-45V
25.44 psec,0.02502E-45V
25.44 psec,0.02515E-45V
25.44 psec,0.02528E-45V
25.44 psec,0.02541E-45V
25.44 psec,0.02554E-45V
25.44 psec,0.02567E-45V
25.44 psec,0.02580E-45V
25.44 psec,0.02593E-45V
25.45 psec,0.02607E-45V
25.45 psec,0.02620E-45V
25.45 psec,0.02633E-45V
25.45 psec,0.02647E-45V
25.45 psec,0.02660E-45V
25.45 psec,0.02674E-45V
25.45 psec,0.02688E-45V
25.45 psec,0.02702E-45V
25.45 psec,0.02715E-45V
25.45 psec,0.02729E-45V
25.46 psec,0.02743E-45V
25.46 psec,0.02757E-45V
25.46 psec,0.02772E-45V
25.46 psec,0.02786E-45V
25.46 psec,0.02800E-45V
25.46 psec,0.02814E-45V
25.46 psec,0.02829E-45V
25.46 psec,0.02843E-45V
25.46 psec,0.02858E-45V
25.46 psec,0.02873E-45V
25.47 psec,0.02887E-45V
25.47 psec,0.02902E-45V
25.47 psec,0.02917E-45V
25.47 psec,0.02932E-45V
25.47 psec,0.02947E-45V
25.47 psec,0.02962E-45V
25.47 psec,0.02977E-45V
25.47 psec,0.02992E-45V
25.47 psec,0.03008E-45V
25.47 psec,0.03023E-45V
25.48 psec,0.03039E-45V
25.48 psec,0.03054E-45V
25.48 psec,0.03070E-45V
25.48 psec,0.03086E-45V
25.48 psec,0.03101E-45V
25.48 psec,0.03117E-45V
25.48 psec,0.03133E-45V
25.48 psec,0.03149E-45V
25.48 psec,0.03165E-45V
25.48 psec,0.03182E-45V
25.49 psec,0.03198E-45V
25.49 psec,0.03214E-45V
25.49 psec,0.03231E-45V
25.49 psec,0.03247E-45V
25.49 psec,0.03264E-45V
25.49 psec,0.03281E-45V
25.49 psec,0.03297E-45V
25.49 psec,0.03314E-45V
25.49 psec,0.03331E-45V
25.49 psec,0.03348E-45V
25.50 psec,0.03365E-45V
25.50 psec,0.03383E-45V
25.50 psec,0.03400E-45V
25.50 psec,0.03417E-45V
25.50 psec,0.03435E-45V
25.50 psec,0.03452E-45V
25.50 psec,0.03470E-45V
25.50 psec,0.03488E-45V
25.50 psec,0.03506E-45V
25.50 psec,0.03524E-45V
25.51 psec,0.03542E-45V
25.51 psec,0.03560E-45V
25.51 psec,0.03578E-45V
25.51 psec,0.03596E-45V
25.51 psec,0.03615E-45V
25.51 psec,0.03633E-45V
25.51 psec,0.03652E-45V
25.51 psec,0.03670E-45V
25.51 psec,0.03689E-45V
25.51 psec,0.03708E-45V
25.52 psec,0.03727E-45V
25.52 psec,0.03746E-45V
25.52 psec,0.03765E-45V
25.52 psec,0.03784E-45V
25.52 psec,0.03804E-45V
25.52 psec,0.03823E-45V
25.52 psec,0.03843E-45V
25.52 psec,0.03862E-45V
25.52 psec,0.03882E-45V
25.52 psec,0.03902E-45V
25.53 psec,0.03922E-45V
25.53 psec,0.03942E-45V
25.53 psec,0.03962E-45V
25.53 psec,0.03982E-45V
25.53 psec,0.04003E-45V
25.53 psec,0.04023E-45V
25.53 psec,0.04044E-45V
25.53 psec,0.04064E-45V
25.53 psec,0.04085E-45V
25.53 psec,0.04106E-45V
25.54 psec,0.04127E-45V
25.54 psec,0.04148E-45V
25.54 psec,0.04169E-45V
25.54 psec,0.04191E-45V
25.54 psec,0.04212E-45V
25.54 psec,0.04234E-45V
25.54 psec,0.04255E-45V
25.54 psec,0.04277E-45V
25.54 psec,0.04299E-45V
25.54 psec,0.04321E-45V
25.55 psec,0.04343E-45V
25.55 psec,0.04365E-45V
25.55 psec,0.04387E-45V
25.55 psec,0.04410E-45V
25.55 psec,0.04432E-45V
25.55 psec,0.04455E-45V
25.55 psec,0.04478E-45V
25.55 psec,0.04500E-45V
25.55 psec,0.04523E-45V
25.55 psec,0.04546E-45V
25.56 psec,0.04570E-45V
25.56 psec,0.04593E-45V
25.56 psec,0.04616E-45V
25.56 psec,0.04640E-45V
25.56 psec,0.04664E-45V
25.56 psec,0.04687E-45V
25.56 psec,0.04711E-45V
25.56 psec,0.04735E-45V
25.56 psec,0.04760E-45V
25.56 psec,0.04784E-45V
25.57 psec,0.04808E-45V
25.57 psec,0.04833E-45V
25.57 psec,0.04857E-45V
25.57 psec,0.04882E-45V
25.57 psec,0.04907E-45V
25.57 psec,0.04932E-45V
25.57 psec,0.04957E-45V
25.57 psec,0.04983E-45V
25.57 psec,0.05008E-45V
25.57 psec,0.05034E-45V
25.58 psec,0.05059E-45V
25.58 psec,0.05085E-45V
25.58 psec,0.05111E-45V
25.58 psec,0.05137E-45V
25.58 psec,0.05163E-45V
25.58 psec,0.05189E-45V
25.58 psec,0.05216E-45V
25.58 psec,0.05243E-45V
25.58 psec,0.05269E-45V
25.58 psec,0.05296E-45V
25.59 psec,0.05323E-45V
25.59 psec,0.05350E-45V
25.59 psec,0.05378E-45V
25.59 psec,0.05405E-45V
25.59 psec,0.05432E-45V
25.59 psec,0.05460E-45V
25.59 psec,0.05488E-45V
25.59 psec,0.05516E-45V
25.59 psec,0.05544E-45V
25.59 psec,0.05572E-45V
25.60 psec,0.05601E-45V
25.60 psec,0.05629E-45V
25.60 psec,0.05658E-45V
25.60 psec,0.05687E-45V
25.60 psec,0.05716E-45V
25.60 psec,0.05745E-45V
25.60 psec,0.05774E-45V
25.60 psec,0.05803E-45V
25.60 psec,0.05833E-45V
25.60 psec,0.05863E-45V
25.61 psec,0.05893E-45V
25.61 psec,0.05923E-45V
25.61 psec,0.05953E-45V
25.61 psec,0.05983E-45V
25.61 psec,0.06014E-45V
25.61 psec,0.06044E-45V
25.61 psec,0.06075E-45V
25.61 psec,0.06106E-45V
25.61 psec,0.06137E-45V
25.61 psec,0.06168E-45V
25.62 psec,0.06200E-45V
25.62 psec,0.06231E-45V
25.62 psec,0.06263E-45V
25.62 psec,0.06295E-45V
25.62 psec,0.06327E-45V
25.62 psec,0.06359E-45V
25.62 psec,0.06391E-45V
25.62 psec,0.06424E-45V
25.62 psec,0.06457E-45V
25.62 psec,0.06489E-45V
25.63 psec,0.06522E-45V
25.63 psec,0.06556E-45V
25.63 psec,0.06589E-45V
25.63 psec,0.06622E-45V
25.63 psec,0.06656E-45V
25.63 psec,0.06690E-45V
25.63 psec,0.06724E-45V
25.63 psec,0.06758E-45V
25.63 psec,0.06793E-45V
25.63 psec,0.06827E-45V
25.64 psec,0.06862E-45V
25.64 psec,0.06897E-45V
25.64 psec,0.06932E-45V
25.64 psec,0.06967E-45V
25.64 psec,0.07002E-45V
25.64 psec,0.07038E-45V
25.64 psec,0.07074E-45V
25.64 psec,0.07110E-45V
25.64 psec,0.07146E-45V
25.64 psec,0.07182E-45V
25.65 psec,0.07219E-45V
25.65 psec,0.07256E-45V
25.65 psec,0.07292E-45V
25.65 psec,0.07329E-45V
25.65 psec,0.07367E-45V
25.65 psec,0.07404E-45V
25.65 psec,0.07442E-45V
25.65 psec,0.07480E-45V
25.65 psec,0.07518E-45V
25.65 psec,0.07556E-45V
25.66 psec,0.07594E-45V
25.66 psec,0.07633E-45V
25.66 psec,0.07672E-45V
25.66 psec,0.07711E-45V
25.66 psec,0.07750E-45V
25.66 psec,0.07789E-45V
25.66 psec,0.07829E-45V
25.66 psec,0.07868E-45V
25.66 psec,0.07908E-45V
25.66 psec,0.07949E-45V
25.67 psec,0.07989E-45V
25.67 psec,0.08029E-45V
25.67 psec,0.08070E-45V
25.67 psec,0.08111E-45V
25.67 psec,0.08152E-45V
25.67 psec,0.08194E-45V
25.67 psec,0.08235E-45V
25.67 psec,0.08277E-45V
25.67 psec,0.08319E-45V
25.67 psec,0.08361E-45V
25.68 psec,0.08404E-45V
25.68 psec,0.08447E-45V
25.68 psec,0.08489E-45V
25.68 psec,0.08533E-45V
25.68 psec,0.08576E-45V
25.68 psec,0.08619E-45V
25.68 psec,0.08663E-45V
25.68 psec,0.08707E-45V
25.68 psec,0.08751E-45V
25.68 psec,0.08796E-45V
25.69 psec,0.08840E-45V
25.69 psec,0.08885E-45V
25.69 psec,0.08930E-45V
25.69 psec,0.08976E-45V
25.69 psec,0.09021E-45V
25.69 psec,0.09067E-45V
25.69 psec,0.09113E-45V
25.69 psec,0.09159E-45V
25.69 psec,0.09206E-45V
25.69 psec,0.09252E-45V
25.70 psec,0.09299E-45V
25.70 psec,0.09346E-45V
25.70 psec,0.09394E-45V
25.70 psec,0.09441E-45V
25.70 psec,0.09489E-45V
25.70 psec,0.09537E-45V
25.70 psec,0.09586E-45V
25.70 psec,0.09634E-45V
25.70 psec,0.09683E-45V
25.70 psec,0.09732E-45V
25.71 psec,0.09782E-45V
25.71 psec,0.09831E-45V
25.71 psec,0.09881E-45V
25.71 psec,0.09931E-45V
25.71 psec,0.09981E-45V
25.71 psec,0.1003E-45V
25.71 psec,0.1008E-45V
25.71 psec,0.1013E-45V
25.71 psec,0.1019E-45V
25.71 psec,0.1024E-45V
25.72 psec,0.1029E-45V
25.72 psec,0.1034E-45V
25.72 psec,0.1039E-45V
25.72 psec,0.1045E-45V
25.72 psec,0.1050E-45V
25.72 psec,0.1055E-45V
25.72 psec,0.1061E-45V
25.72 psec,0.1066E-45V
25.72 psec,0.1071E-45V
25.72 psec,0.1077E-45V
25.73 psec,0.1082E-45V
25.73 psec,0.1088E-45V
25.73 psec,0.1093E-45V
25.73 psec,0.1099E-45V
25.73 psec,0.1104E-45V
25.73 psec,0.1110E-45V
25.73 psec,0.1116E-45V
25.73 psec,0.1121E-45V
25.73 psec,0.1127E-45V
25.73 psec,0.1133E-45V
25.74 psec,0.1138E-45V
25.74 psec,0.1144E-45V
25.74 psec,0.1150E-45V
25.74 psec,0.1156E-45V
25.74 psec,0.1161E-45V
25.74 psec,0.1167E-45V
25.74 psec,0.1173E-45V
25.74 psec,0.1179E-45V
25.74 psec,0.1185E-45V
25.74 psec,0.1191E-45V
25.75 psec,0.1197E-45V
25.75 psec,0.1203E-45V
25.75 psec,0.1209E-45V
25.75 psec,0.1215E-45V
25.75 psec,0.1222E-45V
25.75 psec,0.1228E-45V
25.75 psec,0.1234E-45V
25.75 psec,0.1240E-45V
25.75 psec,0.1247E-45V
25.75 psec,0.1253E-45V
25.76 psec,0.1259E-45V
